congressional_district,County Name,Grade Band,Offers CS?,School District Name,School Id,School Name,School Type (group),Grades Hi,Grades Lo,Gradespan,School Type,School Year,Stage El,Stage Hi,Stage Mi,State,State name,Teaches Cs,Students - Asian,Students - Black,Students - Native American,Students - Hispanic/Latinx,Students - Pacific Islander,Students - Two or More Races,Students - White,urban_rural,Latitude,Longitude,num_students
5,Middlesex County,12-Sep,Yes,SOUTH MIDDLESEX REGIONAL VOCATIONAL TECHNICAL,2.51E+11,JOSEPH P KEEFE TECHNICAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,6.714285714,2.285714286,49.57142857,0,3.857142857,50.71428571,Urban,42.276394,-71.435923,799
2,Worcester County,12-Sep,Yes,LEOMINSTER,2.51E+11,LEOMINSTER HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,5.571428571,15.71428571,0.285714286,52,0,5.428571429,79.57142857,Urban,42.532321,-71.777938,1112
7,Suffolk County,12-Sep,No,BOSTON,2.50E+11,BOSTON ARTS ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,1.714285714,30.57142857,0.285714286,26.42857143,0.142857143,2.571428571,6.285714286,Urban,42.300956,-71.061303,477
1,Hampden County,12-Sep,Yes,SPRINGFIELD,2.51E+11,ROGER L. PUTNAM VOCATIONAL TECHNICAL ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.285714286,37.71428571,0,139.2857143,0,1.285714286,17.42857143,Urban,42.12024,-72.549894,1393
9,Barnstable County,12-Sep,Yes,FALMOUTH,2.50E+11,FALMOUTH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,5.571428571,1.142857143,5.714285714,0,6.571428571,98.28571429,Urban,41.590053,-70.607732,842
1,Berkshire County,Mixed,Yes,SOUTHERN BERKSHIRE,2.51E+11,MT EVERETT REGIONAL,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,0,0.857142857,0.428571429,3.285714286,0,2.428571429,42,Rural,42.106196,-73.374486,344
7,Suffolk County,Mixed,Yes,WINTHROP,2.51E+11,WINTHROP HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,0.857142857,1,0,12.85714286,0,0.428571429,68.57142857,Urban,42.380261,-70.979738,586
9,Barnstable County,12-Sep,Yes,SANDWICH,2.51E+11,SANDWICH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,0.571428571,1,1.571428571,0.142857143,0.142857143,88.57142857,Urban,41.735678,-70.458785,658
1,Hampden County,12-Sep,Yes,SPRINGFIELD,2.51E+11,SPRINGFIELD CENTRAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,13.71428571,69.14285714,0.285714286,173.7142857,0.142857143,4,33.71428571,Urban,42.131135,-72.54869,2063
3,Middlesex County,12-Sep,Yes,GROTON-DUNSTABLE,2.51E+11,GROTON DUNSTABLE REGIONAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,8.285714286,0.714285714,0.142857143,2,0.285714286,1.142857143,90.85714286,Rural,42.65109,-71.540285,725
1,Hampden County,Mixed,No,BAYSTATE ACADEMY CHARTER PUBLIC SCHOOL (DISTRICT),2.50E+11,BAYSTATE ACADEMY CHARTER PUBLIC SCHOOL,public & charter,12,6,12-Jun,charter,2019,0,1,1,MA,Massachusetts,No,0.428571429,18.28571429,0,37.71428571,0.285714286,1.142857143,8.285714286,Urban,42.134936,-72.545393,463
1,,Mixed,Yes,HAMPDEN CHARTER SCHOOL OF SCIENCE WEST (DISTRICT),2.50E+11,HAMPDEN CHARTER SCHOOL OF SCIENCE WEST,public & charter,10,6,10-Jun,charter,2019,0,1,1,MA,Massachusetts,Yes,0.571428571,5.714285714,0,12.57142857,0,0.714285714,17.85714286,Urban,42.102243,-72.609601,262
3,Middlesex County,Mixed,Yes,INNOVATION ACADEMY CHARTER (DISTRICT),2.50E+11,INNOVATION ACADEMY CHARTER SCHOOL,public & charter,12,5,12-May,charter,2019,1,1,1,MA,Massachusetts,Yes,9.857142857,7.571428571,0.142857143,11.28571429,0,6.428571429,78.57142857,Urban,42.659004,-71.408283,798
6,Middlesex County,Mixed,Yes,BILLERICA,2.50E+11,BILLERICA MEMORIAL HIGH SCHOOL,public & charter,12,8,12-Aug,public,2019,1,1,1,MA,Massachusetts,Yes,0,0,0,0,0,0,0,Urban,42.56196,-71.273371,1769
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,JEREMIAH E BURKE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.714285714,37,0,17.42857143,0.571428571,1.714285714,2.142857143,Urban,42.306942,-71.081648,417
6,Essex County,12-Sep,Yes,MARBLEHEAD,2.51E+11,MARBLEHEAD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,4.142857143,0,8.142857143,0,3.285714286,125.1428571,Urban,42.491942,-70.868492,1002
8,Norfolk County,12-Sep,Yes,NORWOOD,2.51E+11,NORWOOD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,7.142857143,18.14285714,0,20,0.142857143,3.285714286,93,Urban,42.191303,-71.21592,993
3,Middlesex County,12-Sep,Yes,CONCORD-CARLISLE,2.50E+11,CONCORD CARLISLE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,14.85714286,8.285714286,0.142857143,8.571428571,0,8.428571429,142.1428571,Urban,42.447381,-71.348227,1280
1,Worcester County,12-Sep,No,SOUTHBRIDGE,2.51E+11,SOUTHBRIDGE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.857142857,1.142857143,0.142857143,40.85714286,0.142857143,0.714285714,20.57142857,Rural,42.08226,-72.006143,451
4,Bristol County,12-Sep,Yes,SEEKONK,2.51E+11,SEEKONK HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3,1.571428571,0,4.285714286,0.142857143,2.142857143,74.85714286,Urban,41.835305,-71.332578,602
8,Norfolk County,12-Sep,Yes,DEDHAM,2.50E+11,DEDHAM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,9.857142857,0,15.57142857,0,2.142857143,73,Urban,42.245776,-71.162058,722
4,Bristol County,12-Sep,No,BRISTOL COUNTY AGRICULTURAL,2.50E+11,BRISTOL COUNTY AGRICULTURAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.285714286,1,0,2.714285714,0.142857143,0.857142857,59.14285714,Urban,41.835244,-71.114821,451
6,Essex County,12-Sep,Yes,SAUGUS,2.51E+11,SAUGUS HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.428571429,5.571428571,0.571428571,17.57142857,0.142857143,1.571428571,68.42857143,Urban,42.460953,-71.022474,689
7,Middlesex County,12-Sep,Yes,SOMERVILLE,2.51E+11,FULL CIRCLE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.142857143,1.285714286,0,4,0,0,2.285714286,Urban,42.387619,-71.087266,54
1,Hampden County,12-Sep,No,LUDLOW,2.51E+11,LUDLOW SENIOR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.857142857,2.714285714,0.285714286,8.857142857,0,3.857142857,107.1428571,Urban,42.172143,-72.465881,868
5,Middlesex County,12-Sep,Yes,WESTON,2.51E+11,WESTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,17.71428571,6,0.428571429,3.285714286,0,4.142857143,63.14285714,Urban,42.339612,-71.304135,663
2,Worcester County,12-Sep,Yes,MENDON-UPTON,2.51E+11,NIPMUC REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,1.142857143,0.285714286,4,0,2.285714286,81.85714286,Rural,42.159617,-71.617007,641
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,BOSTON COMMUNITY LEADERSHIP ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.571428571,23.85714286,0.142857143,41.28571429,0.142857143,1,3.285714286,Urban,42.262966,-71.117887,506
5,Middlesex County,12-Sep,Yes,FRAMINGHAM,2.50E+11,FRAMINGHAM HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,17,23,0.285714286,92.28571429,0.428571429,12.71428571,184.2857143,Urban,42.31844,-71.403535,2311
7,Suffolk County,Mixed,Yes,BROOKE CHARTER SCHOOL (DISTRICT),2.50E+11,BROOKE CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,5,151.8571429,0.428571429,106.8571429,0,5.428571429,11.71428571,Urban,42.28193,-71.122109,1969
6,Essex County,12-Sep,Yes,GLOUCESTER,2.51E+11,GLOUCESTER HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.857142857,1.857142857,0.142857143,12.71428571,0.857142857,4,89.28571429,Urban,42.6135,-70.676113,768
8,,Mixed,No,NEW HEIGHTS CHARTER SCHOOL OF BROCKTON (DISTRICT),2.50E+11,NEW HEIGHTS CHARTER SCHOOL OF BROCKTON,public & charter,11,6,11-Jun,charter,2019,0,1,1,MA,Massachusetts,No,0.714285714,76.28571429,0.142857143,6.428571429,0,1,1.428571429,Urban,42.051907,-71.010729,602
1,Berkshire County,12-Sep,Yes,CENTRAL BERKSHIRE,2.50E+11,WAHCONAH REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.571428571,0.285714286,0.142857143,2.428571429,0,1.428571429,66.71428571,Rural,42.47254,-73.139506,501
3,Middlesex County,12-Sep,Yes,LOWELL,2.51E+11,LOWELL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,131.4285714,51.71428571,0,118.2857143,0.142857143,13.57142857,115,Urban,42.647563,-71.311629,3011
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,COMMUNITY ACADEMY OF SCIENCE AND HEALTH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.571428571,31,0.285714286,15.14285714,0,2.142857143,1.285714286,Urban,42.300956,-71.061303,360
1,Berkshire County,12-Sep,Yes,PITTSFIELD,2.51E+11,TACONIC HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.285714286,16.57142857,0.142857143,14.71428571,0,10.42857143,75.28571429,Urban,42.459254,-73.273292,830
2,Worcester County,Mixed,Yes,AUBURN,2.50E+11,AUBURN SENIOR HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,4.714285714,2.428571429,0.285714286,10.14285714,0,3.857142857,92,Urban,42.207079,-71.837407,794
5,Middlesex County,12-Sep,Yes,STONEHAM,2.51E+11,STONEHAM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.714285714,1.857142857,0.285714286,7.714285714,0,3.142857143,74.42857143,Urban,42.472356,-71.089197,645
5,Middlesex County,12-Sep,Yes,MINUTEMAN REGIONAL VOCATIONAL TECHNICAL,2.51E+11,MINUTEMAN REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.857142857,2.857142857,0.285714286,5.428571429,0,4.142857143,68.14285714,Rural,42.445907,-71.274808,598
6,Essex County,Mixed,Yes,KIPP ACADEMY LYNN CHARTER (DISTRICT),2.50E+11,KIPP ACADEMY LYNN CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,7.142857143,44.71428571,0.428571429,157.2857143,0.285714286,6.142857143,12.85714286,Urban,42.467758,-70.949409,1602
1,Hampshire County,12-Sep,Yes,SOUTH HADLEY,2.51E+11,SOUTH HADLEY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.857142857,1.714285714,0,9.571428571,0.142857143,2.142857143,65.42857143,Urban,42.228013,-72.586121,568
2,Worcester County,12-Sep,Yes,NORTHBORO-SOUTHBORO,2.51E+11,ALGONQUIN REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,22.57142857,2.428571429,0.857142857,11.28571429,0.857142857,7.142857143,153.4285714,Urban,42.325949,-71.61312,1390
9,Plymouth County,12-Sep,Yes,WAREHAM,2.51E+11,WAREHAM COOPERATIVE ALTERNATIVE SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0,0.714285714,0,0.714285714,0,0.857142857,4,Urban,41.7597,-70.7229,44
7,Suffolk County,Mixed,Yes,BOSTON,2.50E+11,DEARBORN,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,0.857142857,45.57142857,0.142857143,22.57142857,0.857142857,2.714285714,1.285714286,Urban,42.326458,-71.080826,518
7,Middlesex County,12-Sep,Yes,SOMERVILLE,2.51E+11,SOMERVILLE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,10.85714286,22.28571429,0,82.71428571,0.285714286,3.142857143,55.71428571,Urban,42.38709,-71.097069,1228
5,Middlesex County,12-Sep,Yes,MELROSE,2.51E+11,MELROSE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,7.714285714,8.571428571,0,5.857142857,0,5.857142857,112.8571429,Urban,42.464254,-71.065446,986
1,Hampden County,12-Sep,Yes,CHICOPEE,2.50E+11,CHICOPEE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.571428571,8,0,62.85714286,0,2.571428571,64,Urban,42.148401,-72.584768,987
9,Barnstable County,12-Sep,No,UPPER CAPE COD REGIONAL VOCATIONAL TECHNICAL,2.51E+11,UPPER CAPE COD VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,1.714285714,4.428571429,0.857142857,2.857142857,0.142857143,6.142857143,84.71428571,Urban,41.745189,-70.578692,706
3,Middlesex County,12-Sep,Yes,MAYNARD,2.51E+11,MAYNARD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.571428571,1.142857143,0.142857143,5.428571429,0,1.285714286,38.42857143,Urban,42.42111,-71.452634,337
2,Hampshire County,12-Sep,Yes,BELCHERTOWN,2.50E+11,BELCHERTOWN HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.428571429,2,0.142857143,2.857142857,0.285714286,2.571428571,90.85714286,Rural,42.266441,-72.409973,701
9,Plymouth County,12-Sep,Yes,PLYMOUTH,2.51E+11,PLYMOUTH NORTH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3,4.571428571,0.285714286,12,0,7.571428571,151.4285714,Urban,41.944162,-70.652224,1252
1,Hampshire County,Mixed,Yes,HAMPSHIRE,2.51E+11,HAMPSHIRE REGIONAL HIGH,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,1,0.285714286,0,4.571428571,0,3,95.85714286,Rural,42.302622,-72.771787,734
3,Worcester County,12-Sep,Yes,NASHOBA,2.51E+11,NASHOBA REGIONAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.285714286,2.285714286,0,4.571428571,0.285714286,2.285714286,117.8571429,Rural,42.449964,-71.633151,921
2,Worcester County,12-Sep,Yes,QUABBIN,2.50E+11,QUABBIN REGIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.857142857,0.857142857,0,3.428571429,0,2.142857143,81.42857143,Rural,42.400522,-72.114976,621
7,Suffolk County,Mixed,Yes,BOSTON,2.50E+11,BOSTON LATIN,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,103.8571429,26.85714286,0.285714286,47,0.571428571,16.14285714,157.8571429,Urban,42.337819,-71.101493,2471
9,Bristol County,Mixed,No,ARGOSY COLLEGIATE CHARTER SCHOOL (DISTRICT),2.50E+11,ARGOSY COLLEGIATE CHARTER SCHOOL,public & charter,11,6,11-Jun,charter,2019,0,1,1,MA,Massachusetts,No,1.571428571,9.857142857,0.142857143,17,0.142857143,3.285714286,43,Urban,41.688684,-71.161589,525
7,Middlesex County,Mixed,Yes,PROSPECT HILL ACADEMY CHARTER (DISTRICT),2.50E+11,PROSPECT HILL ACADEMY CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,12.42857143,87.71428571,0.428571429,31.71428571,0.285714286,5.285714286,20.14285714,Urban,42.367515,-71.100874,1106
1,Berkshire County,Mixed,Yes,LEE,2.51E+11,LEE MIDDLE/HIGH SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,1.285714286,0.428571429,0.142857143,4.571428571,0,1.714285714,42.28571429,Urban,42.30653,-73.23934,353
4,Norfolk County,Mixed,No,BELLINGHAM,2.50E+11,KEOUGH MEMORIAL ACADEMY,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,No,0,0,0,1,0,0.142857143,3.142857143,Urban,42.032897,-71.490305,32
1,Berkshire County,Mixed,Yes,MOUNT GREYLOCK,2.51E+11,MT GREYLOCK REGIONAL HIGH,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,1.428571429,1.571428571,0,2.714285714,0,2.571428571,70.71428571,Rural,42.671437,-73.241091,553
1,Hampden County,12-Sep,Yes,HAMPDEN-WILBRAHAM,2.51E+11,MINNECHAUG REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,6.285714286,4.428571429,0.714285714,10.14285714,0,4.428571429,124.4285714,Urban,42.110927,-72.444592,1053
2,Worcester County,12-Sep,Yes,WORCESTER,2.51E+11,DOHERTY MEMORIAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.71428571,35.85714286,0.428571429,73.57142857,0.142857143,9.714285714,81.71428571,Urban,42.269584,-71.820747,1499
9,Plymouth County,12-Sep,Yes,MIDDLEBOROUGH,2.51E+11,MIDDLEBOROUGH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.142857143,3.285714286,1.428571429,4.142857143,0,3.571428571,101.8571429,Urban,41.880406,-70.904462,808
6,Essex County,12-Sep,Yes,SWAMPSCOTT,2.51E+11,SWAMPSCOTT HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,5.285714286,0,14,0,1.714285714,77.42857143,Urban,42.479025,-70.918866,703
8,Plymouth County,12-Sep,No,BROCKTON,2.50E+11,BROCKTON CHAMPION HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,6.428571429,0,3.571428571,0.142857143,0.857142857,3.714285714,Urban,42.082438,-71.023534,103
3,Middlesex County,12-Sep,Yes,TYNGSBOROUGH,2.51E+11,TYNGSBOROUGH HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,4.571428571,1.142857143,0.142857143,3,0,2.285714286,53.14285714,Urban,42.6974,-71.40822,450
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,EAST BOSTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,7.428571429,0.285714286,126.8571429,0,2.142857143,15,Urban,42.381258,-71.034937,1084
1,Hampshire County,12-Sep,Yes,EASTHAMPTON,2.50E+11,EASTHAMPTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,1.285714286,0,8.285714286,0.142857143,1.714285714,50.85714286,Urban,42.26052,-72.670991,456
1,Hampden County,12-Sep,Yes,AGAWAM,2.50E+11,AGAWAM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.714285714,2.428571429,0.142857143,11.14285714,0,4,131.8571429,Urban,42.074264,-72.644584,1074
4,Norfolk County,12-Sep,Yes,SHARON,2.51E+11,SHARON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,44.42857143,9.571428571,0.142857143,8.857142857,0.285714286,6.571428571,89.85714286,Urban,42.114022,-71.177243,1119
5,Middlesex County,12-Sep,Yes,BELMONT,2.50E+11,BELMONT HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,34.42857143,6.285714286,0,8,0,11,128.5714286,Urban,42.395262,-71.164829,1318
3,Middlesex County,12-Sep,Yes,LOWELL,2.51E+11,THE CAREER ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.142857143,1,0,6.571428571,0,0.428571429,2.857142857,Urban,42.633963,-71.323023,91
5,Middlesex County,12-Sep,Yes,HOLLISTON,2.51E+11,HOLLISTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,9.571428571,1.285714286,0.714285714,5.285714286,0,2.142857143,101.4285714,Urban,42.205465,-71.443327,843
1,Worcester County,12-Sep,No,SOUTHBRIDGE,2.51E+11,SOUTHBRIDGE ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,0,0,2.285714286,0,0.428571429,1.714285714,Urban,42.075285,-72.040462,31
6,Essex County,12-Sep,Yes,AMESBURY,2.50E+11,AMESBURY INNOVATION HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0,0.285714286,0,0.571428571,0,0.571428571,6,Urban,42.856314,-70.934884,53
5,Middlesex County,12-Sep,Yes,WATERTOWN,2.51E+11,WATERTOWN HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,7.285714286,4.428571429,1,19.42857143,0,3.714285714,60.85714286,Urban,42.370005,-71.178242,677
7,Suffolk County,Mixed,Yes,BOSTON,2.50E+11,DR. WILLIAM HENDERSON UPPER,public & charter,12,2,12-Feb,public,2019,1,1,1,MA,Massachusetts,Yes,8.857142857,41.85714286,0.714285714,24,0,3.428571429,20,Urban,42.281275,-71.069596,692
9,,12-Sep,Yes,MAP ACADEMY CHARTER SCHOOL (DISTRICT),2.50E+11,MAP ACADEMY CHARTER SCHOOL,public & charter,12,9,12-Sep,charter,2019,0,1,0,MA,Massachusetts,Yes,0.142857143,1.428571429,0,4.428571429,0.142857143,1.428571429,15.42857143,Urban,41.948615,-70.711334,161
3,Essex County,12-Sep,No,LAWRENCE,2.51E+11,HIGH SCHOOL LEARNING CENTER,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.142857143,0.142857143,0.142857143,20.71428571,0,0,0.285714286,Urban,42.7105,-71.163897,150
2,Franklin County,Mixed,Yes,RALPH C MAHAR,2.51E+11,RALPH C MAHAR REGIONAL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,1.428571429,2.142857143,0.285714286,7.714285714,0.142857143,4,74,Urban,42.574559,-72.302801,628
4,Worcester County,Mixed,Yes,HOPEDALE,2.51E+11,HOPEDALE JR SR HIGH,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,1.714285714,1,0.285714286,4.428571429,0.142857143,0.857142857,58.14285714,Urban,42.12889,-71.53757,466
4,Norfolk County,12-Sep,Yes,MEDWAY,2.51E+11,MEDWAY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.857142857,1,0.285714286,4,0,1.285714286,87.14285714,Urban,42.154225,-71.438064,683
9,Bristol County,Mixed,Yes,WESTPORT,2.51E+11,WESTPORT JUNIOR/SENIOR HIGH SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.714285714,0.428571429,0.428571429,2.857142857,0,2.714285714,73.42857143,Rural,41.621401,-71.080568,564
2,Worcester County,Mixed,No,UXBRIDGE,2.51E+11,UXBRIDGE HIGH,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,No,1.428571429,1.285714286,0.428571429,4.285714286,0,2.285714286,74.85714286,Rural,42.051153,-71.618045,592
7,Suffolk County,Mixed,Yes,BOSTON,2.50E+11,BOSTON LATIN ACADEMY,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,50.28571429,53.14285714,0.428571429,64.71428571,0.285714286,8.428571429,75.71428571,Urban,42.316113,-71.084459,1773
1,Franklin County,Mixed,Yes,MOHAWK TRAIL,2.51E+11,MOHAWK TRAIL REGIONAL SCHOOL,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.428571429,0.142857143,0,1.857142857,0,1.428571429,44,Rural,42.616376,-72.755787,336
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,MARGARITA MUNIZ ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0,2.142857143,0,42.57142857,0,0.428571429,0.428571429,Urban,42.307189,-71.114194,319
1,Hampshire County,12-Sep,No,GATEWAY,2.51E+11,GATEWAY REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.285714286,0,0.142857143,1,0,1.142857143,26.71428571,Rural,42.251029,-72.870161,205
3,Worcester County,Mixed,No,SIZER SCHOOL: A NORTH CENTRAL CHARTER ESSENTIAL (DISTRICT),2.50E+11,SIZER SCHOOL: A NORTH CENTRAL CHARTER ESSENTIAL SCHOOL,public & charter,12,7,12-Jul,charter,2019,0,1,1,MA,Massachusetts,No,0.714285714,2.714285714,0.142857143,11.42857143,0.142857143,1.285714286,34.14285714,Rural,42.602182,-71.802581,355
1,Hampden County,12-Sep,No,SPRINGFIELD,2.51E+11,SPRINGFIELD HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,6.285714286,0,18.71428571,0,0.571428571,3.714285714,Urban,42.088359,-72.559114,205
